"strain","gene_id","go_level","go_description","go_id"
"Synechocystis","slr7041","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","slr7049","Biological Process","DNA recombination","GO:0006310"
"Synechocystis","slr7049","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","slr7049","Molecular Function","recombinase activity","GO:0000150"
"Synechocystis","slr7058","Molecular Function","endonuclease activity","GO:0004519"
"Synechocystis","slr7058","Molecular Function","nucleic acid binding","GO:0003676"
"Synechocystis","slr7097","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","slr9101","Biological Process","DNA replication","GO:0006260"
"Synechocystis","slr9101","Cellular Component","extrachromosomal circular DNA","GO:0005727"
"Synechocystis","slr9101","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","slr9203","Biological Process","DNA replication initiation","GO:0006270"
"Synechocystis","slr9203","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","slr9203","Molecular Function","DNA topoisomerase activity","GO:0003916"
"Synechocystis","ssl7051","Biological Process","proteolysis","GO:0006508"
"Synechocystis","ssl7051","Molecular Function","serine-type endopeptidase activity","GO:0004252"
"Synechocystis","ssl7053","Biological Process","transcription termination","GO:0006353"
"Synechocystis","ssl7053","Molecular Function","transcription termination factor activity","GO:0003715"
"Synechocystis","ssr2699","Biological Process","transposition, DNA-mediated","GO:0006313"
"Synechocystis","ssr2699","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","ssr2699","Molecular Function","transposase activity","GO:0004803"
"Synechocystis","ssr2723","Biological Process","protein catabolic process","GO:0030163"
"Synechocystis","ssr2799","Biological Process","translation","GO:0006412"
"Synechocystis","ssr2799","Cellular Component","intracellular","GO:0005622"
"Synechocystis","ssr2799","Cellular Component","ribosome","GO:0005840"
"Synechocystis","ssr2799","Molecular Function","structural constituent of ribosome","GO:0003735"
"Synechocystis","ssr2831","Biological Process","photosynthesis","GO:0015979"
"Synechocystis","ssr2831","Cellular Component","photosystem I reaction center","GO:0009538"
"Synechocystis","ssr2831","Cellular Component","plastid","GO:0009536"
"Synechocystis","ssr2831","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","ssr2857","Biological Process","metal ion transport","GO:0030001"
"Synechocystis","ssr2857","Molecular Function","metal ion binding","GO:0046872"
"Synechocystis","ssr3184","Molecular Function","electron carrier activity","GO:0009055"
"Synechocystis","ssr3184","Molecular Function","iron-sulfur cluster binding","GO:0051536"
"Synechocystis","ssr3304","Biological Process","chlorophyll biosynthetic process","GO:0015995"
"Synechocystis","ssr3304","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","ssr3304","Biological Process","photosynthesis","GO:0015979"
"Synechocystis","ssr3304","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","ssr3307","Biological Process","protein secretion","GO:0009306"
"Synechocystis","ssr3307","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","ssr3307","Molecular Function","P-P-bond-hydrolysis-driven protein transmembrane transporter activity","GO:0015450"
"Synechocystis","ssr3383","Biological Process","photosynthesis","GO:0015979"
"Synechocystis","ssr3383","Cellular Component","phycobilisome","GO:0030089"
"Synechocystis","ssr3410","Biological Process","monovalent inorganic cation transport","GO:0015672"
"Synechocystis","ssr3410","Biological Process","proton transport","GO:0015992"
"Synechocystis","ssr3410","Molecular Function","monovalent cation hydrogen antiporter activity","GO:0005451"
"Synechocystis","ssr3451","Biological Process","photosynthesis","GO:0015979"
"Synechocystis","ssr3451","Biological Process","photosynthesis, light reaction","GO:0019684"
"Synechocystis","ssr3451","Biological Process","photosynthetic electron transport chain","GO:0009767"
"Synechocystis","ssr3451","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","ssr3451","Cellular Component","photosystem II","GO:0009523"
"Synechocystis","ssr3451","Cellular Component","photosystem II reaction center","GO:0009539"
"Synechocystis","ssr3451","Cellular Component","plasma membrane-derived thylakoid photosystem II","GO:0030096"
"Synechocystis","ssr3451","Cellular Component","plastid","GO:0009536"
"Synechocystis","ssr3451","Cellular Component","thylakoid","GO:0009579"
"Synechocystis","ssr3451","Molecular Function","heme binding","GO:0020037"
"Synechocystis","ssr3451","Molecular Function","metal ion binding","GO:0046872"
"Synechocystis","ssr2755","Biological Process","RNA catabolic process","GO:0006401"
"Synechocystis","ssr2755","Molecular Function","endonuclease activity","GO:0004519"
"Synechocystis","ssr3572","Biological Process","RNA catabolic process","GO:0006401"
"Synechocystis","ssr3572","Molecular Function","endonuclease activity","GO:0004519"
"Synechocystis","slr1986","Biological Process","photosynthesis","GO:0015979"
"Synechocystis","slr1986","Cellular Component","phycobilisome","GO:0030089"
"Synechocystis","slr1991","Biological Process","cyclic nucleotide biosynthetic process","GO:0009190"
"Synechocystis","slr1991","Biological Process","intracellular signaling cascade","GO:0007242"
"Synechocystis","slr1991","Molecular Function","phosphorus-oxygen lyase activity","GO:0016849"
"Synechocystis","slr1992","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","slr1992","Biological Process","response to oxidative stress","GO:0006979"
"Synechocystis","slr1992","Molecular Function","glutathione peroxidase activity","GO:0004602"
"Synechocystis","slr1993","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr1993","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr1993","Molecular Function","transferase activity, transferring acyl groups other than amino-acyl groups","GO:0016747"
"Synechocystis","slr1994","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr1994","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","slr1994","Molecular Function","binding","GO:0005488"
"Synechocystis","slr1994","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr1994","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","slr1998","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr1998","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","slr1998","Molecular Function","monooxygenase activity","GO:0004497"
"Synechocystis","slr1998","Molecular Function","oxidoreductase activity","GO:0016491"
"Synechocystis","slr2001","Biological Process","cellular macromolecule metabolic process","GO:0044260"
"Synechocystis","slr2001","Biological Process","proteolysis","GO:0006508"
"Synechocystis","slr2001","Molecular Function","hydrolase activity","GO:0016787"
"Synechocystis","slr2001","Molecular Function","serine-type peptidase activity","GO:0008236"
"Synechocystis","slr2002","Biological Process","biosynthetic process","GO:0009058"
"Synechocystis","slr2002","Biological Process","macromolecule biosynthetic process","GO:0009059"
"Synechocystis","slr2002","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","slr2002","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr2002","Molecular Function","ligase activity","GO:0016874"
"Synechocystis","slr2006","Biological Process","ATP synthesis coupled electron transport","GO:0042773"
"Synechocystis","slr2006","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","slr2006","Molecular Function","oxidoreductase activity, acting on NADH or NADPH","GO:0016651"
"Synechocystis","slr2007","Biological Process","ATP synthesis coupled electron transport","GO:0042773"
"Synechocystis","slr2007","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","slr2007","Molecular Function","NADH dehydrogenase (ubiquinone) activity","GO:0008137"
"Synechocystis","slr2008","Biological Process","ATP synthesis coupled electron transport","GO:0042773"
"Synechocystis","slr2008","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","slr2008","Molecular Function","oxidoreductase activity, acting on NADH or NADPH","GO:0016651"
"Synechocystis","slr2009","Biological Process","ATP synthesis coupled electron transport","GO:0042773"
"Synechocystis","slr2009","Biological Process","oxidation reduction","GO:0055114"
"Synechocystis","slr2009","Molecular Function","NADH dehydrogenase (ubiquinone) activity","GO:0008137"
"Synechocystis","slr2019","Biological Process","transmembrane transport","GO:0055085"
"Synechocystis","slr2019","Biological Process","transport","GO:0006810"
"Synechocystis","slr2019","Cellular Component","integral to membrane","GO:0016021"
"Synechocystis","slr2019","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","slr2019","Molecular Function","ATPase activity","GO:0016887"
"Synechocystis","slr2019","Molecular Function","ATPase activity, coupled to transmembrane movement of substances","GO:0042626"
"Synechocystis","slr2019","Molecular Function","nucleoside-triphosphatase activity","GO:0017111"
"Synechocystis","slr2019","Molecular Function","nucleotide binding","GO:0000166"
"Synechocystis","slr2023","Biological Process","fatty acid biosynthetic process","GO:0006633"
"Synechocystis","slr2023","Biological Process","metabolic process","GO:0008152"
"Synechocystis","slr2023","Molecular Function","[acyl-carrier-protein] S-malonyltransferase activity","GO:0004314"
"Synechocystis","slr2023","Molecular Function","binding","GO:0005488"
"Synechocystis","slr2023","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr2023","Molecular Function","transferase activity","GO:0016740"
"Synechocystis","slr2024","Biological Process","regulation of transcription, DNA-dependent","GO:0006355"
"Synechocystis","slr2024","Biological Process","two-component signal transduction system (phosphorelay)","GO:0000160"
"Synechocystis","slr2024","Molecular Function","two-component response regulator activity","GO:0000156"
"Synechocystis","slr2026","Biological Process","cellular metabolic process","GO:0044237"
"Synechocystis","slr2026","Biological Process","folic acid and derivative biosynthetic process","GO:0009396"
"Synechocystis","slr2026","Molecular Function","dihydropteroate synthase activity","GO:0004156"
"Synechocystis","slr2030","Molecular Function","protein binding","GO:0005515"
"Synechocystis","slr2031","Molecular Function","catalytic activity","GO:0003824"
"Synechocystis","slr2031","Molecular Function","phosphoprotein phosphatase activity","GO:0004721"
"Synechocystis","slr2033","Molecular Function","electron carrier activity","GO:0009055"
"Synechocystis","slr2033","Molecular Function","metal ion binding","GO:0046872"
"Synechocystis","slr2035","Biological Process","cellular amino acid biosynthetic process","GO:0008652"
"Synechocystis","slr2035","Biological Process","proline biosynthetic process","GO:0006561"
"Synechocystis","slr2035","Cellular Component","cytoplasm","GO:0005737"
"Synechocystis","slr2035","Molecular Function","RNA binding","GO:0003723"
"Synechocystis","slr2035","Molecular Function","glutamate 5-kinase activity","GO:0004349"
"Synechocystis","slr2036","Biological Process","transposition, DNA-mediated","GO:0006313"
"Synechocystis","slr2036","Molecular Function","DNA binding","GO:0003677"
"Synechocystis","slr2036","Molecular Function","nucleic acid binding","GO:0003676"
"Synechocystis","slr2036","Molecular Function","transposase activity","GO:0004803"
"Synechocystis","slr2043","Biological Process","metal ion transport","GO:0030001"
"Synechocystis","slr2043","Molecular Function","metal ion binding","GO:0046872"
"Synechocystis","slr2044","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","slr2044","Molecular Function","ATPase activity","GO:0016887"
"Synechocystis","slr2044","Molecular Function","nucleoside-triphosphatase activity","GO:0017111"
"Synechocystis","slr2044","Molecular Function","nucleotide binding","GO:0000166"
"Synechocystis","slr2045","Biological Process","transport","GO:0006810"
"Synechocystis","slr2045","Cellular Component","membrane","GO:0016020"
"Synechocystis","slr2045","Molecular Function","ATP binding","GO:0005524"
"Synechocystis","slr2045","Molecular Function","ATPase activity, coupled to transmembrane movement of substances","GO:0042626"
"Synechocystis","slr2046","Biological Process","homophilic cell adhesion","GO:0007156"
"Synechocystis","slr2046","Cellular Component","membrane","GO:0016020"
